年,月,日,標題,內容,報社
2015,2,22,荷莉貝瑞獻愛揭家暴 拒悲劇重演,荷莉貝瑞獻愛揭家暴 拒悲劇重演奧斯卡影后荷莉貝瑞在美西時間周四出席公益活動，領取獎座，長期致力慈善的她，在台上自揭幼時家暴陰影。荷莉貝瑞獻愛揭家暴 拒悲劇重演「我是家暴的受害人，我沒有嫁給會打我的男人，但我媽媽有。」48歲的荷莉貝瑞表示，5歲時就目睹繼父對母親拳打腳踢，甚至將她踹下樓梯或是拿酒瓶砸頭，荷莉對自己無力阻止感到心碎，她和姊姊對童年的陰霾至今猶在，荷莉呼籲各界正視家暴問題，避免悲劇發生。,自由時報
2015,2,28,新科金獎影帝玩反串 濃妝入魂變性畫家,瞄準下屆奧斯卡33歲的瑞德曼表示，他上月和導演見面，並與變性者接觸，他說：「這是我演過最敏感的角色。」他為揣摩角色做足功課，似乎再度瞄準奧斯卡。,蘋果日報
2015,2,24,《第四公民》奪獎感謝史諾登 :奧斯卡最佳紀錄片 揭政府監控,內容敏感赴德剪輯《第四公民》記錄普伊特拉絲（Laura Poitras）與《衛報》前記者葛林瓦德（Glenn Greenwald），前年6月應美國國安局（NSA）包商前僱員史諾登之邀，至香港一同揭露NSA的監控計劃的過程。影片見證史諾登揭露NSA要求Google、臉書等公司提供用戶資訊的「稜鏡計劃」（PRISM），及大量監控美國人手機、郵件內容的計劃。普伊特拉絲稱，因紀錄片涉及敏感內容，她特地跑到德國秘密剪輯。片中可見史諾登神經兮兮的一面，打電腦密碼時，他會拿黑毯子蓋著手以防被窺視，他說：「若你不願意為了國家背負一些罵名，那麼你就是不在意你的國家。」「呈現最原始動機」史諾登未出席奧斯卡典禮，主持人尼爾派屈克哈里斯戲稱：「他可能因叛國罪名不克前來。」史諾登被美政府以違反《反間諜法》起訴，暫居俄羅斯，他仍透過公民團體發聲明，指導演問他「能否將經歷拍成紀錄片，我當時極為抗拒。我很感謝自己允許她說服了我。」此團隊為讓媒體聚焦監控事件，受訪時再強調：「紀錄片就是要給史諾登有發聲管道，呈現他揭露監控計劃最原始的動機。」《第四公民》預計4月會在台灣上映。,蘋果日報
2015,2,24,奧斯卡 歌手致詞：撐香港爭民主 :《逐夢大道》主唱致意 戴耀廷：堅持下去,這首歌由R&B歌手約翰傳奇（John Legend）與饒舌歌手「凡夫俗子」（Common）合唱。凡夫俗子致詞時稱：「50年前，這座橋（指片中黑人遭暴力鎮壓的Edmund Pettus大橋）曾標誌一個分裂的國家，現在卻象徵『改變』。這座橋的精神，超越種族、性別、宗教、性傾向與社會地位。」「這座橋的精神，連結了芝加哥南端、夢想著更好生活的孩子，挺身捍衛言論自由的法國人，以及為民主抗爭的香港人。」戴耀廷昨在臉書說，這部電影情節與港民主進程相似，「雨傘運動，不少人都走上了街頭，卻碰到一個鐵石心腸的政府。民主路還可怎麼走下去呢？也感到孤單無奈嗎？我同樣只能說：『不要懼怕！堅持下去！』」學聯轟當權者愚蠢香港學聯秘書長周永康指：「希望維持特權的當權者都是愚蠢的，他們都會用無比殘酷的暴力去對待那些希望爭取公平公義的示威者。」紀念600黑人遭鎮壓Edmund Pettus大橋位於阿拉巴馬州塞爾瑪80號公路，建於1904年，以該州參議員佩特斯（Edmund Winston Pettus）命名。1965年3月7日，約600名黑人示威者從塞爾瑪遊行前往蒙哥馬利，爭取權益，卻遭時任州長喬治華萊士下令鎮壓，自此這座橋被視為黑人平權運動的象徵。中港網友反應★香港網友●June Lai：好感動，外國人都沒有忘記香港人正在爭取民主！多謝你的支持！●Lui Ming Fong：但願有朝一日香港也有一個馬丁路德金恩。★中國網友●安琪在芝城：自己管好自己的事就行了，非要當全世界人民代言人，對自己根本不清楚的事指手畫腳，這自我中心意識膨脹得沒邊了。●戡亂先鋒大巴山：一個賣唱的鳥人趕緊關注一下自己國家的黑人吧，還在這扯hk（香港）。,蘋果日報
2015,2,24,每日動一句 美國作家摩爾,美國作家摩爾（Graham Moore）前天以電影《模仿遊戲》（The Imitation Game）在美國洛杉磯拿下第87屆奧斯卡金像獎最佳改編劇本，領獎勉勵年輕人要勇於與眾不同。,蘋果日報
2015,2,28,瑞德曼扮完霍金變性當女人 露琵塔470萬奧斯卡戰袍遭竊,英國男星艾迪瑞德曼在《愛的萬物論》中，飾演罹患漸凍症的英國理論物理學家史蒂芬霍金，一舉擊敗強敵《鳥人》米高基頓拿下奧斯卡影帝，更帶旺星運，片約不斷。他在新片《丹麥女孩》（暫譯）再度挑戰真實人物，飾演全球第一個變性人、丹麥畫家艾納韋格納，片中男扮女裝的扮相也搶先曝光，模樣令人驚豔。而去年榮獲奧斯卡最佳女配角的露琵塔尼詠歐，22日出席奧斯卡頒獎典禮時，穿著鑲滿6000顆珍珠的華麗禮服，成為全場焦點，不料26日卻傳出禮服在下榻飯店遭竊，這套凱文克萊的禮服價值470萬台幣，目前警方已展開調查，希望能盡快找回露琵塔的奧斯卡戰袍。,中國時報
2015,2,27,協助183個家庭 瑞智家庭4周年 提供家屬支持喘息與照護經驗交流,電影《我想念我自己》勇奪奧斯卡最佳女主角，全世界更了解早發性失智症樣貌。台灣失智症協會在前總統陳水扁民生寓所成立的「瑞智互助家庭」昨日滿4周年，阿扁的兒子、凱達格蘭基金會執行長陳致中宣布擔任終生志工，為失智症奉獻心力。回到老家，民生寓所滿是陳致中兒時回憶。母親吳淑珍長年坐輪椅，陳家一直希望參與更多公益，讓小我變大我、一家之愛擴大為眾家之愛。4年來協助183個失智家庭，提供病人第2個家，讓家屬得到安慰喘息。曾經有不相識的家屬告訴他，因著瑞智家庭，家中失智長輩快樂地多活了好幾年，讓他內心一陣悸動。「我是苦中作樂。」陳致中今年36歲，小學一年級吳淑珍車禍後，他就得照顧自己，夜晚一手拿課本、一手幫媽媽按摩，早就有「今生要一路照顧母親到底」的體認；這幾年阿扁也出現類失智情況，家中兩老健康只會更壞不會更好，讓他對失智症家屬感同身受，最大的痛苦是為人子女對父母的不捨，這也讓他決定當終身志工，要喚起各界對失智症更多關懷。「多一個瑞智家庭，就少幾個跳樓的失智症家屬。」失智症協會祕書長湯麗玉說，民生寓所瑞智家庭是全世界第一個成功的互助家庭，4年來帶給家屬百分百滿意感受，特別全台有1萬個早發性失智症家庭，如同電影女主角，病人正值壯年失智，所有困境都提早來臨，更需支持喘息，協會正將瑞智家庭推廣到彰化、台中和宜蘭等地，希望幫助更多家庭。「往好處想，正因媽媽生病，反而有更多孝順她的機會。」病友家屬吳世豪的母親發病時不到50歲，原本活潑開朗、愛唱歌跳舞的媽媽，如今已變了一個人。回首十幾年來照顧母親的心路歷程，其中的艱辛傷痛，只有同為失智家屬的瑞智夥伴能夠了解。「在這裡，母親又唱起了歌、臉上又有了笑容；在這裡，家屬彼此理解、相互支持、安然放鬆。」吳世豪呼籲台灣能有更多瑞智家庭，讓家屬喘口氣、歇歇腳，繼續為心愛的家人勇敢向前。,中國時報
2015,2,25,霍金本尊讚影帝分身「以你為榮」,新科影帝艾迪瑞德曼，因在《愛的萬物論》飾演罹患漸凍症的理論物理學家史蒂芬霍金，一舉成為首位1980年後出生的新世代影帝，霍金本尊曾給予該片「大致屬實」的認可，23日又在推特發文：「幹得好艾迪，我非常以你為榮。」本屆主持人尼爾派屈克哈里斯，在典禮中玩弄原因（reason）與叛國（treason）的諧音，諷刺最佳紀錄片《第四公民》主角艾德華史諾登「因叛國原因不克出席」。史諾登本尊對笑話很有風度地說「要是你不願為了幫助國家而被扣上幾頂帽子，那你就沒那麼在乎」，並仿效哈里斯的哏：「若這就是叛國的話，讓我們不要浪費這個契機。」最佳改編劇本得主《模仿遊戲》葛拉罕摩爾，在謝詞鼓勵大家「保持怪異、保持與眾不同」，激勵不少同志觀眾，但他事後澄清：「我不是同志。」還透露原本沒打算說那些話，但眼見只剩10秒發言時間，心想：「我可以現在就走下台，但我什麼時候才能再有這樣發言的舞台？」。,中國時報
2015,2,24,茱莉安摩爾 艾迪瑞德曼 昔飾亂倫母子 今巧封后稱帝,2015年奧斯卡獎台北時間23日上午隆重揭曉，曾在2007年《浮華陷阱》飾演驚世亂倫母子的茱莉安摩爾、艾迪瑞德曼，分別在《我想念我自己》、《愛的萬物論》使出「演病人」的奪獎必殺技，「母子同心」榮登后帝。茱莉安細緻飾演罹患早發性阿茲海默症的語言學家，曾４度陪榜的她本屆終於封后，眾望所歸，更成為影史首位包辦坎城、柏林、威尼斯、金球、英國影藝學院、奧斯卡獎滿貫制霸的究極影后。茱莉安滿貫歐美影后茱莉安因1997年《不羈夜》中扮演擁有扭曲母愛的Ａ片演員一角，初次入圍奧斯卡女配角，1998年在《謀殺綠腳趾》中詮釋前衛藝術家奠定「邪典女王」的地位，1999年在《心靈角落》飾演病危老夫的少妻，讓觀眾分不清是掏金還是真愛的複雜關係，是她接下來15年不斷挑戰困難角色的開端。「我讀過一篇文章說得到奧斯卡能延長５年壽命，如果是真的話，我要特別感謝影藝學院，因為我老公比我年輕！」現年54歲的她，25歲時與導演約翰魯賓結婚，但婚姻只維持２年就結束；當時她陷入人生危機，只能寄情於工作，一心只想見到成功後另外一頭的生活，「但那一頭其實什麼都沒有，而我真的很想擁有一個家庭。」她後來遇見小她９歲的現任導演老公巴特弗倫德里希，她昨在謝詞最後哽咽對台下老公濃情喊話：「謝謝你給了我一個家！」艾迪打敗前輩《鳥人》年僅33歲的艾迪在《愛的萬物論》中飾演罹患漸凍症的英國理論物理學家史蒂芬霍金，昨力克勁敵前輩《鳥人》米高基頓，成為首位1980年後出生的新生代影帝。他上台時難掩心中雀躍，蹦跳望著小金人連聲驚歎，感激地說：「我很清楚我是個非常、非常幸運的人，這座奧斯卡屬於世上所有與漸凍症搏鬥的患者。」「最困難的是捕捉霍金的表情。」艾迪透露他經常一坐在鏡子前就是好幾個小時，試圖揣摩霍金有限但又鮮明的表情，霍金晚期臉部能活動的肌肉屈指可數，艾迪面對的挑戰是天才與癱痴表情間模糊又危險的界線，「我必須不斷自問：我在戲謔模仿嗎？我會不會冒犯到他人？」喜出望外的艾迪說，他會認真負責好好照顧小金人，勤於為獎座拋光，五體投地服侍得來不易的電影最高榮譽，去年底剛結婚的他對台下笑得燦爛的老婆大喊：「我們的家多添了一個新夥伴！」,中國時報
2015,2,27,傑森拳力突襲 化身謎樣邊緣人,傑森史塔森新片「拳力突襲」，再展俐落身段。傑森史塔森再推新作「拳力突襲」，將於3月6日在台上映，片中有傑森最擅長的動作身段及拳拳到位的肉搏戰，該片改編自曾以「虎豹小霸王」及「大陰謀」兩片獲奧斯卡最佳編劇獎的威廉戈德曼，於1986年出版的犯罪驚悚小說，劇情撲朔迷離，引人好奇。在台擁固定影迷的傑森史塔森，每年都會推出動作片，展現矯健身手，此次他詮釋擁有過人身手，但背景如謎一般的邊緣人，身處拉斯維加斯紙醉金迷的世界，好賭成性的他，只要有錢拿，就接受各式各樣的委託，隨著不同的案件，身陷危險世界。「拳力突襲」導演賽門魏斯特，從1997年「空中監獄」、2001年「古墓奇兵」，到近期「極速秒殺」，都展現對動作片喜愛，此次與傑森史塔森合作，兩人也激盪出邊緣人角色的新風貌。,聯合報
2015,2,26,美國狙擊手槍殺案 凶手終生監禁,美國德州法院廿四日判決涉嫌槍殺「美國狙擊手」凱爾及其友人的凶手勞斯（Eddie Ray Routh）一級謀殺罪成立，判處他終生監禁且不得假釋。凱爾生平改編成電影「美國狙擊手」票房亮眼，成為歷來最賣座的戰爭電影，並獲得今年奧斯卡最佳音效剪輯。德州伊拉斯郡陪審團廿四日駁回廿七歲前陸戰隊員勞斯精神失常的不認罪說法，認定勞斯有罪。伊拉斯郡法官凱森宣讀判決，勞斯被判終生監禁且不得假釋。美國海豹部隊前狙擊手凱爾在伊拉克戰爭期間四度派駐海外，狙殺一百六十名敵人，被視為美國軍事史上最致命的狙擊手，他退伍後致力協助飽受「創傷後壓力症候群」（PTSD）所擾的退伍軍人，最後慘遭協助對象殺害。勞斯二〇〇六年至二〇一〇年在陸戰隊服役，曾派駐伊拉克和海地，退伍後確診罹患PTSD並住院治療。華郵報導，凱爾和朋友李特斐德受勞斯母親所託，在勞斯出院後一周幫助勞斯，但不清楚凱爾與李特斐德對勞斯的病情了解多少。二〇一三年二月二日，凱爾與李特斐德駕駛皮卡車，載勞斯赴沃斯堡靶場享受射擊樂趣並設法幫助勞斯。不料勞斯持凱爾的點四五手槍，對卅八歲的凱爾開了六槍，另以九釐米口徑手槍射殺卅五歲的李特斐德七次。勞斯犯案後，駕駛凱爾的車逃往姊妹住處，隨後落網。法院文件顯示，凱爾在事發前幾分鐘驚覺事態不對，並傳簡訊提醒李特斐德「這傢伙（勞斯）根本是個瘋子」，李特斐德回覆「他就在我後方，留意六點鐘方向（後方）」。勞斯的辯護律師主張，勞斯罹患偏執型精神分裂症，應基於精神失常獲判無罪，但未反駁勞斯槍殺凱爾與李特斐德。李特斐德的母親得知判決結果後表示，等了兩年，終於獲得公平的審判結果。凱爾生平改編電影「美國狙擊手」在北美賣破三億兩千萬美元，成為歷來最賣座的戰爭電影，並獲頒奧斯卡最佳音效剪輯。,聯合報
2015,2,24,奧斯卡向漸凍、失智者致敬,第87屆奧斯卡金像獎昨天揭曉，最佳男女主角由兩位「患者」獲獎，分別是艾迪瑞德曼飾演的漸凍人物理學家史蒂芬霍金，還有茱莉安摩爾詮釋患有早發性失智症的大學教授。艾迪瑞德曼獲獎時說：「這個獎屬於所有正在對抗病魔的人」，茱莉安摩爾強調，電影獻給所有阿茲海默症患者和他們的家人。戲如人生，疾病也是人生的一部分。不論是漸凍人，還是早發性失智症患者，藉由電影喚起大家對病友設身處地的同理心，病友團體期望，大家能重視病患及照顧者的關懷及照顧需求。長年治療漸凍人的北投健康醫院院長蔡清標指出，體會漸凍症患者被困住的心境極其不易，年輕的艾迪瑞德曼演出精湛，實屬難得。蔡清標說，漸凍人心中的掙扎、被困住的感覺，是最難詮釋的部分。許多患者在人生顛峰、前景大好之際發病，被逼著在腦子極其清楚的情況下，面對漸漸不聽使喚的身體。他形容：「那就像得了絕症，一時卻死不了」，是一般人難以理解的複雜情緒。體會漸凍症患者溝通能力漸漸被剝奪的心境，則是另一難處。漸凍人協會理事長劉延鉅說，溝通一直是漸凍人生活上常遇上的困難。尤其是想說的話愈來愈難表達，內心的慌亂與挫折，能隨心所欲說話的常人實難體會。劉延鉅感嘆，英國傾全國之力、使盡各種科技之能事，珍惜霍金這位國寶的隻字片語，卻不是所有漸凍症患者都能得到這麼多關注。在台灣，幾乎所有患者都會經歷「沒人能耐心聽完我說話」的痛苦歷程，「這一直都是病友最大的痛」。劉延鉅解釋，隨著病程發展，患者說話會愈來愈艱困、緩慢不清。說者辛苦，聽者吃力。而他觀察發現，有耐心聽完患者講話的人少之又少。「但漸凍人的腦子是極其清楚的」。劉延鉅說，話總沒法說完會讓患者產生極大挫折感、還會發脾氣，甚至害怕面對外界而封閉自己。他建議，試著慢慢聽患者把話說完，就是最溫暖的體諒。至於早發性失智症，天主教失智老人社會福利基金會執行長鄧世雄指出，在65歲以前發病的早發性失智症，10萬人中，只有65到80人，相對罕見，患者發病時，多數還在職場，除了家人之外，多由同事發現異常。鄧世雄表示，對於照顧者來說，照顧失智家人已非常辛苦，何況患者在中壯年發病，照顧者更加難受，精神壓力也更大，「不管是患者或照顧者，政府都應該重視並給予支持。」天主教失智老人基金會的社工人員日前揪團一起欣賞「我想念我自己」。社工江宗徽認為，女主角能依病情做安排，家人同時給予協助，才可以讓生活維持正常運作，但在現實社會中，因早發性失智症個案較少，患者及家屬能得到的資源相對也少。江宗徽舉例，設計給失智老人的賓果遊戲和相關活動，是為了刺激認知功能，以維持生活能力，減緩失能速度；但對年輕的早發性失智病人來說，這些活動太簡單，反而會抗拒參與。他和其他社工認為，未來應該要針對患者年齡來調整活動內容，還有其他個別化服務，才能符合早發性失智者的需要。,聯合報
2015,2,24,艾迪演技真 霍金也動容,艾迪瑞德曼在本屆奧斯卡上稱帝，成為近十年來最年輕的影帝得主。他上台致詞時興奮謙稱自己很幸運，也把獎座獻給世上正在對抗病魔的人。他也謝謝本尊、「時間簡史」的作者史蒂芬霍金、他的家人、該片女主角和導演。新婚的他不忘感謝老婆並大方說出：「我愛你」。現年三十三歲的艾迪瑞德曼在「愛的萬物論」裡飾演霍金，面對外界讚譽，他曾表示一切平常心。頒獎當天稍早走紅毯，他仍自稱一派輕鬆，「非常冷靜」。對照他上台後還差點噎到的激動表現，令人莞爾。他在後台受訪時說：「這真像一場詭異狂野的夢。」「愛的萬物論」改編自霍金第一任妻子珍王爾德霍金的回憶錄，描述霍金在大學時代被診斷出患有肌萎縮性脊髓側索硬化症（俗稱漸凍人）。當時醫師宣布他只有兩年可活，珍還是不顧一切嫁給他。艾迪細膩呈現霍金從健康活力、到癱坐輪椅不能言語的過程，連本尊看了都讚許他演技逼真。艾迪坦言，「時間簡史」他只看了兩三章就停擺，把全副心力放在詮釋霍金本人和他的生活，並為此焦慮至極。例如一場描述大學時代的霍金和珍參加舞會的戲，珍和霍金都前往探班，因為珍認為那是她和霍金「最浪漫的時刻」。他拍戲前勤做功課，除了盡可能看所有霍金的相關影片，諮詢和漸凍人相關的醫療常識，也拜訪霍金的學生。拍到最後，他坦言已分不清呈現在銀幕上的角色有多少是霍金本人，又有多少是他自我投射後的結果。他還透露第一次和霍金見面的插曲。當時他得知霍金生日和他相差兩天，所以一見面就「拉關係」說他們都是摩羯座，沒想到經過冗長的沉默後，霍金回他：「我是天文學家，不是星相學家。」以幽默化解尷尬。,聯合報
2015,2,24,失智照護 台灣未來難題,奧斯卡於昨日舉行頒獎典禮，很特別的是扮演漸涷人和阿茲海默症的演員分別獲得最佳男女主角。去年冰桶挑戰活動讓世界各地對漸涷人多所關注，在活動漸涷後，大家也忘了漸涷人生，如今因「愛的萬物論」中詮釋漸涷人物理學家史蒂芬霍金獲得最佳男主角，將會再度喚起大家對漸涷人的關心。獲得最佳女主角的茱莉安摩爾，因在「我想念我自己」片中對患有阿茲海默症者深刻的描繪，也會讓各界對失智老人的生活加以重視。根據統計資料，台灣失智老人逐年攀高，目前老人人口有二百五十多萬，其中有二十多萬是失智人口，其中患有阿茲海默症者不在少數，約有六七成左右；估計二十年後，台灣失智老人將會有五十萬左右，為現在的倍數成長。台灣若沒及早提出如何照顧失智老人的政策，將會讓這些老人忘了自己的存在。以往常把老人失憶當做老化的現象，而不是把它視為疾病的一種，直到近十年醫療研究的進展，讓大家知道失智已是常見老人疾病的一種，特別是因阿茲海默症所引起的失憶症，已更為社會所重視。台灣也曾以失智老人的題材拍過「被遺忘的時光」和「昨日的記憶」兩部影片，說明失智老人的困境。但由於阿茲海默症到現在為止，沒有特定藥物可證明能有效治療，所以如何照顧這些失智患者，就成為重要的社會福利和醫療政策。失憶並不會造成生理上病痛，所以患有阿茲海默症者很容易被忽視，無論患者或是患者家屬都不會有立即性的重視，等到對日常生活造成重大影響時才會想到該如何因應，為時已晚，此時也增加很多醫療照護成本。我想念我自己，對失智老人的照顧並不在於喚起其對自己的記憶，而是要正視其失憶現象的狀況中，如何讓失智者本身可以照料自己。台灣廿年後如真有五十萬失智老人需照護，幾乎每十家就有一個失智老人，恐比高血壓、高血糖、高血脂等三高老人疾病更需費心照護。,聯合報
2014,3,9,《自由之心》歐巴馬上任後，好萊塢全速挖掘值得反思的黑人平權議題 獎項肯定了影片，但不見得能夠消弭真正的傲慢與偏見。,討論黑奴問題／有色人種在好萊塢影視文化中，一直是鮮明的贖罪之旅。17世紀以降的罪過錯，讓當代美國欠下這個種族連動債，不知還了多少年都還是無法彌補數百年來的遺憾。於是從政治不斷地展開膚色平衡，總統歐巴馬上任之後，這些時日以來，好萊塢全速挖掘值得反思的黑人平權議題。本屆奧斯卡最佳影片《自由之心》政治正確地踏在這條反思道路上，成為最適切的高廟人權祈福貢品。黑皮膚小提琴家 淪為奴隸《自由之心》的時空背景在南方仍以壓榨黑奴為主的奴隸制度底下，一位來自北方，自由人身份的小提琴家索羅門竟然被惡意綁架，被人口販子賣到南方當奴隸。為了能夠在不公不義的制度下努力維持生命最後一道希望，尊嚴被踐踏、肉體被凌虐，有苦說不得，有志亦伸不得。在自視甚高的白人權貴面前，讓索羅門空有學識與高雅音樂造詣，也只是一位棉花田裡的苦力或是拉小提琴的賤民。索羅門的故事本質上就是一趟流亡之旅，踏入了不屬於他的應許之地，更被當商品般地剝削徹底。這故事花了很大篇幅刻畫南方黑奴們對於不公不義的制度無力反抗，更冷眼旁觀，縱容白人對自己同胞的無情行徑。一幕索羅門被繩索拉扯吊在樹上的痛苦煎熬，導演史提夫麥昆刻意拉長了鏡位與時間，讓觀眾體會到他的同胞們也甘願當沉默的共犯，不敢出手搭救的無可奈何。經濟共犯結構 造時代之惡黑奴制度是一個巨大的經濟共犯結構，南方為了農產等經濟作物生產而需要黑奴人力，史提夫麥昆讓黑奴成為一面照妖鏡，南方白人的結構裡也不見得每個蓄奴者都是種族歧視者，他們可能也對黑奴富有同情心與關愛，但仍無法逆轉他們當時的社會氛圍與自由權力。所以有了班奈狄克康柏拜區那樣的白人領主角色。為了反映當時代的惡，麥可法斯賓達代表的極權統治與假宗教之名行霸凌之實，更是多少偽神權的種族偏見者的中心信仰，他們衷心認同自己所為乃是天地義行，並非人神共憤的恐怖暴政。皮開肉綻 露琵塔奪小金人本屆奧斯卡最佳女配角露琵塔尼詠歐被片中麥可法斯賓達的角色極盡蹂躪虐待侵害，那幕鞭打她到皮開肉綻的戲，她所承受的苦難十足怵目驚心，完全瓦解她的生存尊嚴，更幫她設下了得獎機緣的起點。這場戲雖然讓每個觀眾都感受到她承受的苦難，映照出白人統治階級的無情殘酷，實非她的表演多麼具有能量。頒獎給她，多少帶了點同情與彌補心態，與白人試圖藉由獎項肯定自身觀念進步與包容，其實隱藏些許優越感，這是極為矛盾的情感，卻也是這些年來好萊塢極力提倡的平等開放。吟唱死亡 奇維托表演動人相較之下，男主角奇維托艾奇佛的演技是更有說服力的。他從優雅的小提琴家變成低賤工人的過程裡，這段身份變更，重挫了他的意志力。一幕送走棉花田同伴不幸死亡時，眾人為死者吟唱安魂曲，奇維托的神情從本來的漠然到最後痛哭失聲含淚頌唱，實為極具後座力的動人表演。那瞬間，他從相信自己終會獲得救贖，到認清希望或許早已不存在，中心信仰瞬間崩毀瓦解時的巨大悲傷，這種痛苦溢於言表。《自由之心》象徵了美國幾百年來的種族問題勢力消漲之間的平衡演進史，獎項固然肯定了影片品質，但不見得能夠消弭真正的傲慢與偏見。,中國時報
2014,3,3,《怒海劫》海盜頭子 賺名聲苦缺錢,巴卡德阿布迪在《怒海劫》裡的索馬利亞海盜頭子角色，讓他從打零工DJ、禮車司機，一腳踏進奧斯卡殿堂，他入圍男配角獎聲名大譟，但口袋卻空空如也。他為拍《怒海劫》，辭去司機工作，該片預算5500萬美金（約16.7億台幣），他只拿6.5萬美金片酬（197萬台幣），雖略勝《華爾街之狼》的喬納希爾（６萬美金，180萬台幣），但殺青至今兩年，無正職工作，積蓄花費一空。《怒海劫》宣傳期，他住比佛利希爾頓飯店，免費食宿，出入有禮車接送、廠商贊助服裝，享受豪華待遇，宣傳結束，他默默搬到機場附近通勤飯店，靠索馬利亞司機朋友免費接送他度日。巴卡德第一次和湯姆漢克對戲就對影帝怒吼：「我才是船長！」凶狠模樣嚇壞湯姆漢克，他說兩人很入戲，刻意保持距離，不曾一起用餐或外出，直到殺青。,中國時報
2014,3,4,女配角獎 擠下雙影后 露琵塔妮詠奧自由扮黑奴,剛滿31歲的黑人女星露琵塔妮詠奧，擊退影后級女星珍妮佛勞倫斯及茱莉亞羅勃茲，憑「自由之心」求生痛苦、求死不得的黑奴，拿下本屆奧斯卡最佳女配角，成功擊退雙后，讓她聲勢大增。露琵塔妮詠奧手握小金人在手，一句「YES」透露出拿獎的澎湃與激動，早在奧斯卡典禮前，她即以「自由之心」拿下美國演員工會及獨立精神獎的最佳女配角，如今拿下象徵最高榮譽的小金人，露琵塔淚流滿面感謝導演史提夫麥昆及家人，她哽咽說著：「我一刻也沒忘記，有人承受了痛苦，我才擁有生命中這麼多的喜悅，我想向派西（劇中角色Patsey）的精神致敬，謝謝她的指引。」奧斯卡向來採會員投票機制，因「自由之心」是今年的強片之一，勢必對露琵塔妮詠奧的得獎，具哄抬效果，且她在片中，飾演飽受白人雇主欺凌的黑奴，白天得拚命拔棉花，晚上還得面臨男主人的強迫性求歡，更得遭受女雇主的刁難，一場她全裸遭鞭刑的劇情，整個背部被打到血肉模糊，角色悽慘，博得相當多同情。相較於露琵塔妮詠奧因角色淒慘而吃香，與她勢均力敵的珍妮佛勞倫斯，則因去年才得獎，就算在「瞞天大佈局」將驚世老婆演得生動吸睛，要兩度奪獎，還是有基本難度，因此也有一說是露琵塔妮詠奧趁此占了便宜。頂著耶魯大學碩士光環的露琵塔妮詠奧，雖是影壇新人，她的家世相當不凡，她出生於墨西哥，在肯亞長大，父親是前肯亞衛生及國家建設部長，現任國家參議員，母親是非洲癌症基金會常務董事，堂姊名列「富比世」非洲年輕女強人排行榜，另一位堂姊也是紐約大學教授。她從小生活在高知識、高社經地位家族，貴為名門大小姐，卻能成功詮釋生活完全相反的「自由之心」女黑奴一角，也是一大挑戰。,聯合報
2013,3,3,拍《少年PI》住此1年半 李安加持 草悟道周遭房價看漲,剛在奧斯卡金像獎摘金的導演李安，在台中拍攝《少年PI的奇幻漂流》，並沒有住五星級酒店，而選擇住草悟道上的社區大樓，喜歡「家」的感覺，讓他決定租屋而居，建商與有榮焉表示，社區被金獎加持，附近房價水漲船高。全長三．六公里草悟道，是李安常散步思考的「悟道」園地，兼具知性與人文氣息，提供李安思考劇情、拍攝手法的最佳場所，市民廣場前的「月光流域」社區，即是李安在台中進行《少年PI》前置作業到拍攝完成，時間長達一年半居住的地方。興建「月光流域」社區的由鉅建設昨天說，李安非常喜歡草悟道的生活環境，透過友人租下「月光流域」，周遭環境提供李安思考空間，尤其是草悟道和採用上萬棵植栽牆，建構綠建築百貨商場，是李安常流連的地方，有民眾還曾和李安不期而遇。草悟道範圍從科博館到經國園道、市民廣場、國美館到美術園道之間綠帶，除綠意盎然的自然景觀，藝術區、誠品書局、特色餐廳與咖啡廳，假日遊客多，更吸引大導演李安，寧捨大飯店而住在綠意環繞的社區。草悟道帶動房市，富邦建設在國美館推出「天空樹」每坪單價最高飆到七十七萬，今年新建案國美館第一排「由鉅大恆」房價每坪五十一萬起跳，建商忠泰、勤美、國泰最近也積極購入此區土地，後勢看好。,中國時報
2013,2,28,台灣之光 將獲總統府一等景星勳章,7年前獲二等景星前總統陳水扁是在2006年5月2日，頒授二等景星勳章給李安，這次李安2度獲獎，與李安私交甚篤的馬英九總統，也可望親自頒授最高等級的景星勳章給這位台灣之光。景星勳章是由總統府所頒授，屬於文職勳章，中心為五角星形圖案，分一至九等，主要頒給對國家政務有勳勞的公務員，或對國家有重要貢獻的本國及外國人士。,蘋果日報
2013,3,2,勞倫斯哈菸冒火氣 影后形象遜,珍妮佛勞倫斯靠《派特的幸福劇本》拿下85屆奧斯卡影后，日前她赴夏威夷放大假，在房外陽台被拍到哈菸，還在炙熱氣候下講電話講得火冒三丈，英國《每日郵報》揶揄，「電話另一端是妳媽？」此外，該報也拍到她放下長髮，穿一襲黑色休閒裝，與女性友人辦私人派對，捲了一根菸大口吸，還拎一瓶紅酒。22歲的她個性直率，日前穿代言的品牌服飾出席奧斯卡紅毯，美媒問她為該品牌拍攝的新廣告作品，她竟直言：「天啊！我還沒看過這些照片，一點也不像我，正常的人看起來不會那樣，是電腦修圖的結果，這世上我最愛的就是Photoshop（電腦修圖軟體）。」,中國時報
