年,月,日,標題,內容,報社
2013,2,26,保守黑掰掰 亮粉色迎春 夏莉茲簡約成美后 娜歐咪妙曬左奶 妮可齊塔瓊斯 俗豔慘淪大嬸,揮別經濟不景氣，從奧斯卡星光大道上最先嗅到這股蓬勃味，金屬色、亮片裝飾大行其道，粉紅、粉藍色紛紛出籠，保守的黑色正式Out！在搭配上，女星們以「LessisMore少即是多」的極簡搭法，服裝剪裁俐落，也不見炫富式的億萬珠寶，只畫龍點睛佩戴襯托出個人特色。這次的評審時尚顧問陳璧君和複合式精品網站Apt-3R創辦人許家敏Annie，都一致誇讚紅毯第一美夏莉茲賽隆高雅時尚，立體剪裁的純白馬甲設計加上背後裙襬拖曳，前後都有看頭，俐落蓬鬆的短髮用單鑽耳環點綴毫不囉唆，是LessisMore的最高段。亞當斯雪紡太累贅相較之下，另外兩位阿姊級的凱薩琳齊塔瓊斯和妮可基曼裝扮過度華麗繁複，流於俗豔老氣，沒跟上潮流，阿姊慘變大嬸。娜歐咪魏茲的禮服大弧度挖空設計很新穎，珍妮佛勞倫斯「充氣感」的裙襬設計，甜美有個性，搶下２、３名。亞曼達塞佛瑞的高領禮服前胸水滴挖空，雖有新意但多餘；與艾美亞當斯公主禮服，雪紡過於累贅，可惜只得４、５名。落腮鬍正夯顯性感赫蕾貝莉跟上今年趨勢，卻讓兩位評審左右為難，陳璧君覺得過於華麗老氣；Annie認為立體肩線、深Ｖ和合身剪裁，完美展現好身材，符合她身為龐德女郎為007電影50周年慶的主題。男星90％以上都打領結，李安由多次贊助他的GUCCI再次提供好運戰袍，班亞佛列克、休傑克曼、布萊德利古柏、喬治克魯尼都留落腮鬍，顯出男星不再迷信乾淨帥，留大鬍子突顯男子的性感、Man性格。媽媽則成為大帥哥的重要「配件」，大帥哥克里斯伊凡、布萊德利古柏不帶女伴，意外牽媽媽上紅毯，愛媽一族反而更吸睛。,中國時報
2013,2,27,奧斯卡PARTY 梅莉史翠普金色浪凡絕配,許多沒在紅毯出現的女星穿著也成焦點，頒發影帝的梅莉史翠普，身穿浪凡設計總監Alber Elbaz為她量身打造的金色亮片禮服，被時尚評論家譽為「最大器的穿著」。梅莉史翠普最近熱愛法國精品浪凡，去年她以「鐵娘子」奪下影后時，身上的金色戰袍同樣是浪凡，今年她改當頒獎嘉賓，同樣的低胸金色亮片禮服，襯托出她一線女星的地位，浪凡配梅姨，堪稱是奧斯卡的絕配。而美國第一夫人蜜雪兒歐巴馬連線頒獎時，身上的銀色亮片禮服同樣受矚目，這套禮服出自印度裔設計師Naeem Khan之手，這也是蜜雪兒的愛牌。有趣的是，這套禮服露肩、低胸的設計，在伊朗國家通訊社播出時，被修改為高領、遮住雙肩的設計。而奧斯卡會後派對同樣迷人，甫獲影后的珍妮佛勞倫斯，換下讓她上台領獎時跌倒的Dior高級訂製服，換穿一套銀色低胸禮服，露出好身材，彷彿藉此呼應奧斯卡主持人調侃「沒見過珍妮佛的胸部」。最佳女配角安海瑟薇也同場現身，但她遮住好身材，選穿Saint Laurent淡藍色晚裝，胸前有交叉設計，整體看來依舊優雅大方。而華人女星范冰冰、李冰冰紅毯相見歡，李冰冰身為GUCCI亞太區代言人，當然穿上GUCCI春夏新裝，只是大波浪袖子的設計，被毒舌評論家說為：「會走路的花枝」。知性女星娜塔莉波曼穿Dior白色平胸的高腰晚禮服跑趴，白色看來優雅，她還配戴華人珠寶設計師Anna Hu的珠寶，頗有畫龍點睛的效果。,聯合報
2013,2,27,Swarovski 手拿包躋身紅毯寵兒,女星出席盛會，服裝、珠寶外，另一備受矚目的配件莫過於手拿包，年初以來歐美大小頒獎典禮如狂潮，浪潮中可見施華洛世奇（Swarovski）鑲綴水晶的手拿包脫穎而出，深獲眾多女星青睞。流行樂壇天后碧昂絲出席月初第55屆葛萊美獎時，雖然一身包緊緊，還被譏為「黑白郎君」的褲裝，但施華洛世奇的Gemma手拿包卻為她閃亮加分。甫落幕的第85屆奧斯卡金像獎中，也有多位知名女星選擇Swarovski手拿包。如一身H＆M深藍色環保禮服穿出好評的海倫杭特，選擇搭配施華洛世奇海軍藍色緞面的Party Time手拿包，搭配鑽石，更凸顯親和高雅。珊卓布拉克穿黑色蕾絲透視禮服，搭配Daniel Swarovski復古系列金鍊手拿包，呼應今年的金屬風潮。典禮中展演動人歌聲的歌手諾拉瓊斯，以黑色Nirvana Star手拿包，讓黑色禮服更搶眼出色，另外「伴娘我最大」的瑪莉莎麥卡錫以及瑪西亞蓋哈登，各以灰色、紅色等禮服搭配施華洛世奇手拿包。,聯合報
2013,2,27,派對疑露點范冰冰：「高興就好」,人稱「范爺」的范冰冰，到美國好萊塢，作風更洋派，日前她穿粉嫩透視禮服出席奧斯卡會後愛滋慈善派對，疑似未貼胸貼走光，此舉引起網友瘋傳，稱她在美開啟了服裝最大尺度。范冰冰對穿著很有想法，日前接受媒體訪問就強調紅毯造型是見仁見智的，她所選的造型往往是自己最喜歡或最讓她有自信的衣著，只因她曾在大型典禮穿仙鶴裝、陶瓷裝露臉，引起兩極評價，如今在慈善典禮露兩點，她神情自若，毫不扭捏，應了她所說：「別人怎麼看我的造型不重要，我自己高興就好。」之前忙著拍「白髮魔女」，直到最後一刻才決定赴奧斯卡開眼界，還在紅毯上和宿敵李冰冰合體拍照，頻讚「冰冰好美」，藉此自捧也捧人，被問及是否像李冰冰朝好萊塢發展，她直率表示，早就簽海外經紀公司，只是沒對外公布，擺明輸人不輸陣。,聯合報
2013,2,26,金粉佳人 穿出好景氣,潔西卡雀斯坦 穿Armani Prive禮服 戴Harry Winston珠寶 對於膚色白皙和紅髮的她來說，玫瑰金色是大膽的選擇，但紅唇和俐落配件，是在奧斯卡出眾的最佳範例！安海瑟薇 穿PRADA緞料禮服 戴Tiffany項鍊 幾何構圖的粉紅連身衣裙，美背是焦點，如肚兜設計、刻意突出的前胸剪裁線，有人誤以為激凸，實是表現緞料硬挺特色。珍妮佛安妮絲頓 穿Valentino紅禮服 Ferragamo晚宴包 緊身胸衣加大裙襬，把紅色的容量和氣度穿到最高點，果然是紅毯寵兒。安海瑟薇 穿PRADA緞料禮服 戴Tiffany項鍊 幾何構圖的粉紅連身衣裙，美背是焦點，如肚兜設計、刻意突出的前胸剪裁線，有人誤以為激凸，實是表現緞料硬挺特色。今年奧斯卡紅毯仰賴一票年輕女星撐場，從潔西卡雀斯坦的金色禮服、安海瑟薇的粉色露背禮服，洋溢青春、陽光的氛圍；女星服裝顏色大多亮眼迷人，呈現歡樂的氛圍，一掃過去不景氣陰霾，為時尚圈、電影界帶來振奮鼓舞的新一年。奧斯卡紅毯秀，向來引領該年度時尚潮流，也對前景有期待或看衰的指標作用，國外時尚家認為，今年紅毯整體來說精彩迷人，女星穿著多得體，顏色亮麗，精品景氣可期。今年大多數女星多選擇平口、傘狀晚禮服現身，走保守、不出錯的路線。潔西卡雀斯坦的金色禮服，讓她彷彿化身小金人，潔西卡也透露：「打扮靈感來自瑪麗蓮夢露」。莎莉賽隆的平口白色晚禮服，馬甲與長裙襬的相互搭配，襯出氣勢。珍妮佛安妮絲頓的紅色平口禮服耀眼，可惜頭髮亂了點。瑞絲薇絲朋的藍色晚禮服，以細節取勝。珍妮佛勞倫斯的白色長裙襬晚禮服，讓她順利抱走小金人。還好有安海瑟薇的粉色禮服出奇招，正面看來是圍兜設計，背後卻小露性感，並襯出她的個性短髮與雪白膚色。海倫杭特刻意選擇平價時尚品牌H&M的深藍色禮服，藉此支持該品牌提出的全球環保議題，該禮服看來質感不錯，可惜似應先燙過，且款式與其他一線精品服裝有雷同之處。部分時尚評論家認為海倫杭特有創意、也有勇氣，舉動值得讚許；也有人認為海倫杭特只是沽名釣譽，因她穿戴售價超過七十萬美金的珠寶。,聯合報
2013,2,26,紅毯為伴，匹配學問大,昂首闊步朝一排長鏡頭和攝影機前進，側臉、微頷、佇足或回眸，盛會紅毯向是最吸睛的時尚「會外賽」，也是明星人氣大車拚的最佳溫度計。如何在吸睛搶戲和個性品味間找到平衡。簡單來說，就是「既要滿足盛會的隆重，但又不能因誇張而搞怪」。我常說，品味第一步就是「穿對場合」，其中也包括了彼此的匹配感。今年奧斯卡紅毯上一對對「登對」的示範不就是活生生的教材。女明星爭豔就罷了，男星常落得綠葉陪榜，但今年紅毯上，男星休傑克曼與妻子Deborra-Lee Furness的裝扮，令人不禁想到「匹配」這件事。許久不見的麥克道格拉斯和凱瑟琳麗塔瓊斯，也沒讓大家失望。比大明星老婆矮半截的凱斯厄本配妮可基嫚一身「鍍金」造型現身紅毯，性感登對。32歲的珍娜迪雲塔圖帶球與夫婿查寧塔圖、珍妮佛嘉納和班艾佛列克，行頭同樣Gucci，但展現不同的成熟性感。與喬治克隆尼搭配的是WWE摔角女郎史黛西凱柏勒。為了不被男伴比下去，掌握本季金屬色趨勢，禮服閃亮動人。珍妮佛安妮絲頓符合她一貫喜好，同色系配件，讓整體造型更完美。但看起來，珍妮佛今年最棒的「配件」應該就是未婚夫賈斯丁瑟魯了。整體造型是否與自己「匹配」也是學問，Less is More，適用於紅毯或重要的晚宴場合。如果妳已經露了事業線，就不該再露背或是在剪裁上露出太多肢體，記住，讓目光集中在一個地方就好。合身、合身、合身，再三強調。通常禮服都是量身訂做，任何小地方不對勁，都會讓完美無瑕離你而去。比如，一定要搭對內衣。穿著適合該套禮服的內在美，這樣至少上半身就不會出錯。保持舒適也很重要，有評論家說，如果你穿得不舒服，從臉上就能夠看得出來。記住，是你穿衣服，別讓衣服折磨你。好的鞋子能讓女人更加完美，細跟的高跟鞋比起楔形鞋或是厚底鞋都好太多了，有些鞋子真的只是為了走那短短幾步紅毯所設計，而不是用來逛街買菜用的。如果你想要大膽的玩些創意，就要好好全盤從頭到腳規畫整體感。半調子肯定會搞砸！當無法做出決定時，選擇經典款吧，但可別和老氣橫秋搞混了！,聯合報
2013,2,26,穿出好萊塢身分,柔和色調、無肩禮服的「安全牌」是今年第85屆奧斯卡金像獎紅毯上的主流。但，請提高警覺，這可是奧斯卡呀！衣服會說話，如何在俗麗堆砌和亮點之間找到平衡，本來就是考驗明星的另一場演技。「凌晨密令」的潔西卡雀斯坦很會演，她說要向瑪麗蓮夢露致敬，重現為甘迺迪總統獻唱生日快樂歌造型的珠飾禮服，復古的韻味，果然贏得不少掌聲；這次真的「穿著Prada惡魔」粉色緞面禮服的安海瑟薇，則讓人不禁想起了奧黛麗赫本。值得一提的是，50年演藝生涯中拿下兩座小金人的珍芳達，這位75歲的傳奇女星，巨星般架式的Versace禮服讓她看起來一點也不遜於年輕女星。43歲的珍妮佛安妮斯頓也以Valentino大紅禮服拉出人氣長紅；更不要說海倫杭特的H&M環保禮服，勢必激起平價服的業績。懷舊的溫柔肩線贏過爆乳。材質、款式決定風格的正式感。禮服領型、裙襬和布料表面處理細節，都是決戰復古風焦點。與其硬擠爆乳的侵略式性感，不如「露而不謔」轉而強調肩部性感，斜單肩或無帶露肩式的禮服，在純白和粉膚、紫、粉金取代繁紊的印花，走冷調的黑、象牙白和華麗的金色和明亮的大紅、橙或金色也頗受好萊塢女星偏愛。髮妝自然派、珠寶飾品個性化，今年紅毯造型傾向自然，更是金髮女星大展魅力的機會。帶有波西米亞、中長微捲的髮型，位置較低的不對稱髮髻，三分慵懶和抒情，且頗有復古Fu，也很撐場。珠寶則以長為主，在飄忽的髮梢、項間穿梭流盪；「隨興化」的珠寶跳脫傳統，也戴出日間盛會的分量和華麗。,聯合報
2013,2,26,珍妮佛 青春不敗,一年一度的奧斯卡盛宴上，眾家明星選擇哪家服飾、珠寶現身紅毯，是商業考量、也是角力戰的結果，從中可看出時尚圈與明星間密不可分的關係。今年精品服裝大贏家是Dior與GUCCI，Dior剛簽下珍妮佛勞倫斯為Miss Dior包款的代言人，因此她自然身穿特別訂製的白色禮服現身，合身、花苞裙襬的設計，展現年輕與優雅。GUCCI包辦李安夫婦的穿著，也包下班艾佛列克夫婦，果然押對寶，珍妮佛嘉納的紫色晚裝簡單迷人。其他夫妻檔如妮可基嫚、凱斯厄本；喬治柯隆尼與女友史黛西凱伯勒也是絕配。凱莉華盛頓穿MIU MIU紅色長禮服，胸前具有奢華的裝扮，感覺俏麗；入圍影后的艾曼紐麗娃有法國精品浪凡贊助，一身浪漫優雅晚裝，穿出資深女星的韻味。9歲入圍影后葵文贊妮華莉絲身穿藍色小禮服，相當可愛。克莉絲汀史都華的象牙白洋裝，直條紋切割設計，反而讓她看來顯胖。華人代表范冰冰身穿Marchesa剛發表的秋冬紫色晚禮服，只是稍嫌誇張，大陸媒體仍讚她美麗。而輝映女星最耀眼的珠寶莫過蕭邦和海瑞溫斯頓，蕭邦尤其「護花」有功，珍妮佛勞倫斯戴著一對總重1克拉梨形鑽石耳環、鑽戒和長鍊，不負蕭邦向來為女星帶來好運的盛名。今年珠寶風光，背面比正面精采，安海瑟薇將Tiffany最新Blue Book中的花形鑽石項鍊反戴，鑽光閃耀美背更迷人，勢必帶動珠寶反戴趨勢。想出奇制勝除反戴項鍊，也可如莎瑪海耶克將華人珠寶師Cindy Chao楓葉項鍊當頭冠戴，也是一絕。,聯合報
2012,2,29,阿湯哥神奇回春 翹臀珍開嫩草眼界,珍妮佛蘿培茲帶小男友卡斯柏參加奧斯卡會後派對，讓他見見世面。每年「浮華世界」雜誌都會在奧斯卡結束後舉辦奢華派對，今年也不例外，主辦單位特別準備了420瓶高級香檳、800份精緻漢堡，外加美味的杯子蛋糕，希望能讓「阿湯哥」湯姆克魯斯、大衛貝克漢、「翹臀珍」珍妮佛蘿培茲等巨星有賓至如歸的感覺。今年的派對依舊在西好萊塢舉行，阿湯哥與凱蒂荷姆斯、貝克漢與「貝嫂」維多莉亞這兩對銀色夫妻都出席盛會，其中阿湯哥最搶鏡，他明顯回春，身型也瘦了些，整個人猶如年輕了10幾歲。翹臀珍在頒獎典禮上以一襲透光禮服艷驚全場，還差點走光，但她隨後換了一套深色禮服，胸前一樣深V示人，有這麼性感的女伴作陪，小男友卡斯柏顯得好得意。,自由時報
2012,2,28,薩夏惡搞 捧金正日骨灰亂撒,薩夏拜倫柯恩以「獨裁者」之姿走紅毯，手上還捧著號稱是金正日的骨灰罈，故意將骨灰撒在紅毯，差點引發衝突。薩夏拜倫柯恩真的很有種！奧斯卡頒獎前夕，他表明會以新片「獨裁者」的男主角身分走紅毯，險遭美國影藝學院封殺。他昨天果真獨裁者上身，以滑稽的造型走奧斯卡紅毯，手上還捧著號稱是北韓前領導人金正日的骨灰罈，受訪時還故意將骨灰撒在主持人萊恩西奎斯特身上，將現場搞得雞飛狗跳！薩夏在「獨裁者」中將中東與美國之間的文化差異拿來大做文章。昨天走紅毯時，他手裡捧著號稱是金正日的骨灰罈，接受西奎斯特訪問時，刻意將骨灰撒在對方的高級西裝上，讓西奎斯特臉上瞬間三條線，但他為了在鏡頭前保持形象，硬是將滿腔怒火壓了下來。,自由時報
2012,2,28,魯妮偷學赫本 翹臀珍晾裸背,蜜雪兒威廉斯以珊瑚色LV禮服獲得好評。臭臉天王 「有露才有版面」好萊塢女星們步上紅毯的前一晚大概都做了同一個夢，讓今年的奧斯卡星光大道上演「心機大戰」，安吉莉娜裘莉整晚腿開開，大家都不記得她演了那部電影，只記得她緊實修長的右腿，不停在搶戲。美背爭寵今年的星光大道，大致可分為紅、白、黑這3組，紅組女明星不怕跟紅地毯融為一體，利用削肩或立體皺摺，加上閃亮的鑽飾和配件，營造立體感和好氣色，身穿Giambattista Valli領結訂製服的艾瑪史東是最佳示範，白隊的「翹臀珍」珍妮佛蘿培茲以類似交通標線的Zuhair Murad 禮服，指引大家聚焦在她最傲人的資產上，黑寡婦組的代表人物，當然是安吉莉娜裘莉，帶著危險的性感，緊抓住視線。特別值得一提的是白隊裡的魯妮瑪拉，被喻為「時尚百科全書」的現代傳播媒體集團珠寶及腕錶總監「Duncan」何立德指出，選擇Givency禮服的魯妮，齊瀏海、濃眉加上典雅氣質，頗有向奧黛莉赫本致敬的意味，加上赫本當年也是Givency的繆思女神，算是美麗的巧合。裸頸風興起在珠寶方面，Duncan表示今年穿戴項鍊的女星明顯減少，吹起一股裸頸風，像是魯妮、蜜拉喬娃維琪和裘莉只靠自信和身材撐場，娜塔莉波曼和蜜雪兒威廉斯則是走傳統嫁妝路線，以具份量的項鍊顯示對大會的重視。,自由時報
2012,3,5,《珠寶精品》鑽石伴星光 奧斯卡紅毯珠寶解密,奧斯卡頒獎典禮激情過後，精品話題才正要發酵！口碑賣座俱佳的《姐妹》女主角艾瑪史東配戴LV頂級珠寶亮相，一對Champs Elysees紅碧璽耳環引人注目，是LV秘密武器，專為7月開幕的芳登廣場珠寶腕表專賣店打造。萬寶龍在奧斯卡期間燒錢辦趴，席間展示摩納哥葛莉絲王妃系列高級珠寶，表面上緬懷巨星，順勢宣傳品牌年度力作。LV首家珠寶腕表專賣店開幕終於有譜，連續兩年的奧斯卡紅毯，各有影后葛妮絲派特洛、新秀艾瑪史東詮釋頂級珠寶，今年艾瑪手上鑽石手鐲是複刻品牌藝術總監Marc Jacobs為LV設計的第一件珠寶造型，本周開展的巴塞爾鐘表珠寶展，LV也將在遊艇上發表全新表款。26歲就拿下奧斯卡影后的葛莉絲凱莉，是好萊塢優雅傳奇，萬寶龍以巨星為名打造高級珠寶系列，奧斯卡期間邀名流鑑賞，該系列珠寶以鑽石、粉紅剛玉設計，玫瑰花為象徵符號。義大利精品GUCCI皮件、太陽眼鏡成為瑪丹娜舉辦的奧斯卡派對伴手禮，皮件上烙印賓客姓名縮寫，別具紀念意義，是買不到虛榮。,中國時報
2012,3,1,娜塔莉小三被珠寶師出賣 祕嫁芭蕾舞男,娜塔莉擔任今年奧斯卡頒獎人，她當天佩戴Harry Winston的鑽鍊與耳環，總價1億2千萬元台幣，貴氣逼人，但她左手無名指的戒指更引人注意。搶人夫生兒子珠寶設計師潔米沃夫向美國《US》周刊證實，她幫娜塔莉設計鑽戒、幫米爾派德製作白金婚戒，還強調鑽石非血鑽石，戒指都用環保的金屬。娜塔莉2009年拍攝封后作《黑天鵝》，與為該片編舞的米爾派德相戀，但當時米爾派德已有同居3年的女友，娜塔莉被貼「狐狸精」標籤。他們交往一年多就宣布訂婚與娜塔莉未婚懷孕消息，去年6月生下兒子艾爾弗。兩人的指間日前透露出結婚端倪，但她的發言人與婚戒設計師都不願透露他們的婚期與地點。《黑天鵝》結緣★2009年底：拍攝《黑天鵝》，與編舞家班傑明米爾派德相戀★2010/12：宣布懷孕與訂婚消息，雙喜臨門★2011/06/06：兒子艾爾弗誕生★2012/02/26：娜塔莉出席奧斯卡，左手無名指戴戒指，傳出已祕婚★2011/02/27：珠寶設計師潔米沃夫表示幫他們設計婚戒，證實婚訊,蘋果日報
2012,2,28,台灣珠寶設計 閃爆奧斯卡 李冰冰鑽鬥葛妮絲,李冰冰演出好萊塢新片《惡靈古堡V：天譴日》，受邀出席奧斯卡，以黎巴嫩設計師Georges Chakra的高級訂製服，搭配趙心綺的紅寶花手環和楓葉耳環。紅寶花手環主石是1顆19克拉的紅寶石，花瓣與手環部分共鑲嵌3019顆白鑽與彩鑽，逾70克拉，要價1200萬元。耳環屬趙心綺經典楓葉系列，共1004顆白鑽共12克拉，價格150萬元。鄧文迪愛CINDY CHAO趙心綺透露，媒體大亨梅鐸的華裔老婆鄧文迪向她訂製珠寶，成品送到鄧文迪洛杉磯家中時，借住的李冰冰一見傾心，向趙心綺訂製楓葉耳環。趙心綺昨說：「她的禮服飾有立體花瓣，今天是她的生日，這珠寶耳環是她的生日禮物。」胡茵菲設計的玉荷花戒指受另一位奧斯卡影后希拉蕊史旺青睞，已在去年奧斯卡紅毯曝光。她為瑪丹娜執導的《溫莎公爵與他的情人》設計珠寶，透過瑪丹娜認識葛妮絲，葛妮絲在奧斯卡前表示希望看她的作品。她說：「葛妮絲提出全白的女王概念，和我的作品不謀而合。」ANNA HU芭蕾找靈感葛妮絲最後挑了名為「冰晶」的鑽石手鐲，靈感來自芭蕾舞劇《胡桃鉗》冰雪女王，以2368顆、163克拉的頂級白鑽打造。她手上戴的是480萬元的「貴芙蓉」雙指鑽戒，完美襯托她的Tom Ford披風式禮服。她說：「葛妮絲完全沒有架子。」造型師陳孫華讚美李冰冰：「禮服兩邊鏤空，含蓄中帶著性感，髮型和禮服、飾品搭配得宜大器。」台裔美籍知名時尚部落格版主Tina Craig也誇：「在好萊塢明星中很搶鏡，耳環、手環令人眼睛一亮。」,蘋果日報
2012,2,28,奧斯卡紅毯 蝴蝶鑽突圍 蜜雪兒威廉斯 奪時尚花魁,本報越洋採訪美國知名時尚版主 Tina Craig（陳尚婷）、台灣天后造型師陳孫華，並集結美國《InStyle》和《哈潑》兩大時尚雜誌評比，選出本屆星光大道「衣Ｑ榜」。蜜雪兒以Louis Vuitton的復古禮服，搭配30克拉鑽石項鍊，腰間佩戴19世紀的古董蝴蝶別針，豔光四射，榮登「衣」姊。陳孫華誇讚：「紅色禮服襯托她的雪白肌膚，腰間蝴蝶鑽飾畫龍點睛。」Tina也認為：「蜜雪兒的禮服搭配俐落金髮，俏皮時髦，粉紅手拿包很出色。」紅毯亞軍是新生代女星艾瑪史東，她的Giambattista Valli 訂製服領口的蝴蝶結別致復古，Tina認為：「她不靠裸露，朱紅禮服搭配紅髮，穿出好氣質。」魯妮瑪拉和蜜拉喬娃維琪並列季軍，魯妮以《龍紋身的女孩》競逐影后敗北，但時尚品味大獲肯定，陳孫華說：「魯妮穿Givenchy的白色禮服，有一股叛逆態度，堪稱『黑暗版奧黛莉赫本』。」蜜拉首踏奧斯卡紅毯，竟以３年前的Elie Saab秋冬訂製服首戰奏捷。Tina表示：「今年白色禮服特別多，但蜜拉的亮片裝飾最美。」陳孫華也認同：「單肩禮服襯托好身材，髮型自然有型。」梅莉裘莉星光災難入圍影帝的克魯尼帶前摔角選手新歡史黛西出席，搞笑說：「她沒穿衣服，金裝是噴上去的。」被虧晚上可帶兩尊小金人回家，曾獲最佳男配角的他笑答：「我已有一尊了。」影后梅莉史翠普演技佳，服裝品味卻令人不敢恭維，金色禮服以環保材質製成，Tina形容她「穿睡袍出門」，陳孫華也說：「看起來很廉價，宛如行動小金人。」安潔莉娜裘莉以Atelier Versace禮服，搭7500萬元台幣鑽飾，卻惡評如潮。Tina說：「她瘦得像骷顱，撐不起禮服，不斷露大腿，像脫衣舞孃。」陳孫華表示：「裘莉站姿風塵味太重，像站壁女郎。」前年影后珊卓布拉克也入3醜行列，Tina說她的禮服「像從凱撒宮賭場偷來的」，陳孫華認為上身太寬鬆，看來很壯碩。,蘋果日報
2012,2,29,《奧斯卡珠寶花絮》裘莉鑽石低調藏背後 紅毯珠寶單品 頸鍊最夯,香奈兒女士曾說：「你有一百種方法去戴一朵花。」如今由安潔莉娜裘莉開創配戴珠寶的新思維，她戴7500萬元鑽飾出席奧斯卡，卻沒在紅毯上演閃亮情節，焦點全落在她如筊白筍的鳥仔腳，原來她把珠寶戴在背後，有夠低調不炫富。紅毯上的珠寶單品以鑽石頸鍊最夯，包括卡麥蓉狄亞、潘妮洛普克魯茲、蜜雪兒威廉斯的頸間都有一條，分別來自Tiffany、蕭邦、FredLeighton的作品，動輒3、50克拉起，身價都超過千萬元。華人珠寶設計師也在奧斯卡揚眉，尤其以AnnaHu為代表，連續兩年都有作品登上奧斯卡，皆由影后級女星配戴，去年受希拉蕊史旺青睞，今年與葛妮絲派特洛獨家合作；CindyChao趙心綺藝術珠寶也隨金馬影后李冰冰躍奧斯卡紅毯。,中國時報
2012,2,29,李冰冰東方美人魚 美媒叫她第一名,李冰冰出席奧斯卡相關活動，禮服一套換過一套，令媒體目不暇給，她成功吸睛，在美國眾多時尚網站排行榜均入選TOP10，知名時尚網站「styleite.com」更將她在奧斯卡紅毯上的「美人魚裝」評為10佳之首，葛妮絲派特洛白色素雅禮服排名第二，影后梅莉史翠普金光閃閃深Ｖ戰袍則排名第５。,中國時報
2012,2,28,羅培茲深Ｖ逞胸 露點渾不知,頒獎典禮上最養眼的，非屬珍妮佛羅培茲和卡麥隆黛絲合頒「最佳服裝獎」時，兩大美女不停展露「胸器」，又彎腰、又轉身大露背互碰屁屁，性感又叫人莞爾的表情，令觀眾眼睛看到快凸了出來。前凸後翹的羅培茲，胸口低到肚臍眼，一對ㄋㄟㄋㄟ呼之欲出，令人擔心有蹦出來之虞，果不其然，有網友出面昭告天下，說看到羅培茲的「重點乳頭」飛了出來，叫大家相當訝異，因為這是現場直播，想剪都剪不掉。但羅培茲造型師馬上出來否認：「絕對不可能！因為她那一身ZuhairMurad貼身禮服，把她全身包緊緊，一丁點都露不出來，至於胸部更是保護到家，所謂的乳頭，是網友眼睛誤判。」。,中國時報
2012,2,28,克魯尼自備活金人 落敗不空手 裘莉玉腿掃趴眾女星 葛妮絲愛台灣 胡茵菲珠寶上身,奧斯卡金像獎不僅是一流電影盛事，也是最高等級的時尚秀，今年「露肩禮服」主宰紅地毯，女星們爭奇鬥豔令人目不暇給，禮服更是色彩繽紛，不僅有經典黑白二色，鮮紅、亮綠、閃金亦所在多有。紅毯上最叫人矚目的金童玉女，非布萊德彼特（小布）、安潔莉娜裘莉莫屬，尤其是裘莉的黑色天鵝絨開高衩禮服，不僅贏得時尚專家讚賞，更被《紐約客》雜誌譽為本屆最美星光，再加上她不時刻意露出光溜溜的修長右腿，搭配露趾高跟鞋和鮮紅脣膏，誘惑得所有男人快凍未條。未來公婆勾緊緊不過她對小布可是「忠心耿耿」，不是牽著小布的父母走紅毯，就是十指緊扣小布讓媒體拍照，對別的男人正眼也沒瞧過。喬治克魯尼與其女友史黛西，是唯一可以跟布裘對軋的情侶檔，不過史黛西那一身漂亮的黃金希臘女神裝扮，卻被大家調侃，克魯尼即使沒得影帝也沒關係，至少還能抱著她這個真人「小金人」回家，頒獎結果他真的落敗。雀絲坦網友最愛一身白的葛妮絲派特洛，最特殊的是佩戴了台灣設計師胡茵菲的珠寶，名為「冰晶」的鑽石手鐲，以及「貴芙蓉」雙指戒，價值超過百萬美元（約2960萬台幣）。「冰晶」是以芭蕾舞劇「胡桃鉗」為靈感，由2368顆玫瑰切割與頂級白鑽組成，共計163克拉；「貴芙蓉」則是以中國熟悉的牡丹為設計來源，透過粉色珠寶，融入白鑽花瓣設計的立體花型。以電影《姊妹》入圍最佳女配角的潔西卡雀絲坦，以一襲合身金繡黑色無袖晚禮服驚豔全場，獲網友票選為最佳服裝。蜜雪兒威廉斯的全紅禮服，獲節目《決戰時裝伸展台》提姆岡恩和評審妮娜賈西亞極力好評，兩人都說她美如天仙。電影《龍紋身的女孩》露妮瑪拉一改電影冷酷造型，以白色深Ｖ露背禮服現身，搭配整齊劉海，甜美模樣也叫妮娜賈西亞讚不絕口。,中國時報
